config,sweep,dataset,n_features,n_trees,threads,path,batch,n_calls,median_us_per_row,iqr_us_per_row,min_us_per_row,max_us_per_row,call_p50_us,call_p95_us,call_p99_us
online_shoppers_f17_t100_th1,trees,online_shoppers,17,100,1,lgb_sklearn,1024,16,8.688127136230468,1.4044205322265633,6.5790283203125,9.736994689941406,8820.849,10775.4835,11400.671
online_shoppers_f17_t100_th1,trees,online_shoppers,17,100,1,cat_sklearn,16,335,26.736402985074626,1.7927642723880624,26.353343097014925,29.689148880597013,431.067,490.78659999999996,641.762159999999
online_shoppers_f17_t100_th1,trees,online_shoppers,17,100,1,lgb_onnx,4096,8,4.491003601074219,0.08091537475586019,4.4677942199707035,4.80609375,18321.620000000003,19792.265749999995,25536.366169999998
online_shoppers_f17_t100_th1,trees,online_shoppers,17,100,1,lgb_onnx,4,3000,10.260803583333333,0.3823816666666673,9.12586875,11.6270115,39.623,52.3225,66.29683999999988
online_shoppers_f17_t100_th1,trees,online_shoppers,17,100,1,lgb_sklearn,1,198,678.1454393939395,22.753411616161657,664.2578484848485,735.6397070707071,661.0645,858.6164,1004.91474
online_shoppers_f17_t100_th1,trees,online_shoppers,17,100,1,xgb_dmatrix,16384,5,2.6424592529296875,2.0211584106445315,2.212920617675781,4.537258618164063,41320.399,77116.44709999998,88932.10692000002
online_shoppers_f17_t100_th1,trees,online_shoppers,17,100,1,xgb_sklearn,4096,8,4.042836700439453,0.12740386962890682,3.812118896484375,4.0922337341308594,16618.942000000003,17466.977899999998,18381.20974
online_shoppers_f17_t100_th1,trees,online_shoppers,17,100,1,xgb_sklearn,64,170,13.894576286764707,3.02859489889706,9.041992922794117,14.90782950367647,836.1895,977.1376,2020.2780899999993
online_shoppers_f17_t100_th1,trees,online_shoppers,17,100,1,lgb_onnx,16384,5,4.50085712890625,0.08652053833007756,4.44540458984375,4.600750891113281,72933.307,83110.4384,84474.7046
online_shoppers_f17_t100_th1,trees,online_shoppers,17,100,1,cat_onnx,32,803,5.533606164383562,0.15856059308841886,5.448579973536737,5.797675825031133,173.401,208.4754,277.93752000000006
online_shoppers_f17_t100_th1,trees,online_shoppers,17,100,1,xgb_inplace,4096,17,2.1428657657398897,0.0681795726102945,2.092313893037684,2.374548095703125,8657.629,9890.0858,15346.910259999993
online_shoppers_f17_t100_th1,trees,online_shoppers,17,100,1,cat_onnx,512,57,4.81537537691886,0.29774664199561407,4.735882332785088,7.4998084224232455,2439.526,3847.359,4095.9479600000004
online_shoppers_f17_t100_th1,trees,online_shoppers,17,100,1,lgb_onnx,512,48,6.6758759765625,0.2130802408854171,6.559101399739583,7.197752685546875,3413.275,3712.9263499999984,4583.420590000001
online_shoppers_f17_t100_th1,trees,online_shoppers,17,100,1,cat_sklearn,4,271,153.09841512915128,13.753159594095933,124.04072785977858,188.56269188191882,457.32,1589.772,2050.980599999998
